0.395609	1
0.877856	1
1.01502	1
0.98324	1
1.61829	1
1.35065	1
1.72012	1
1.23766	1
1.39738	1
1.0939	1
1.39882	1
1.49614	1
1.10307	1
1.3272	1
1.07901	1
1.19795	1
1.26319	1
1.01896	1
1.61102	1
0.613087	1
1.58063	1
1.98507	1
0.487136	1
1.18166	1
1.11081	1
1.08227	1
1.42014	1
0.348718	1
0.11928	1
0.64602	1
0.131058	1
1.10786	1
0.951327	1
1.04639	1
2.02814	1
1.69494	1
1.18755	1
1.20646	1
-0.108884	1
-0.329154	1
-0.620481	1
-0.219528	1
0.719976	1
0.138381	1
0.76004	1
0.0709432	1
0.989886	1
0.216267	1
1.09343	1
0.937341	1
2.12293	1
1.50039	1
1.59312	1
0.0733532	1
1.23931	1
1.0733	1
0.595553	1
1.86538	1
1.8976	1
0.525284	1
-0.424165	1
1.86458	1
0.0590145	-1
-0.706009	-1
-0.968894	-1
-1.81441	-1
-1.01482	-1
-1.43752	-1
-2.56079	-1
-1.97233	-1
1.64915	1
1.49097	1
1.70866	1
0.312488	1
0.455465	1
0.334777	1
0.949997	1
1.86489	1
0.716833	1
0.624059	1
0.353099	1
1.55974	1
0.825241	1
0.0958075	1
-1.02426	1
0.469798	1
1.38297	1
0.680735	1
1.17998	1
1.13705	1
2.33529	1
1.79804	1
0.222579	1
1.16099	1
1.67748	1
1.99031	1
1.33646	1
0.539221	1
1.27595	1
0.449223	1
1.15438	1
0.169265	1
1.12684	1
0.748816	1
1.38502	1
-0.130469	1
2.02893	1
1.62201	1
0.858345	1
1.22521	1
1.69339	1
0.96775	1
1.47161	1
1.27099	1
1.66651	1
2.09006	1
-0.493801	1
-0.430972	1
0.881368	1
1.05888	1
1.35749	1
1.75155	1
1.29302	1
1.73882	1
2.37408	1
1.0626	1
0.725324	1
0.811837	1
1.46262	1
-0.302257	1
2.34987	1
1.80612	1
1.55146	1
2.31668	1
1.30674	1
1.90856	1
1.52506	1
1.17909	1
0.715784	1
1.75814	1
2.08618	1
-0.320167	1
1.30996	1
1.32318	1
0.847946	1
0.389769	1
3.26183	1
1.74645	1
0.758338	1
0.215264	1
1.26306	1
1.79653	1
0.992223	1
0.126127	1
0.801459	1
0.4509	1
1.8056	1
2.21328	1
1.42896	1
1.90356	1
0.515008	1
1.80386	1
0.330556	1
-0.197292	1
1.32053	1
1.47417	1
1.85269	1
0.589277	1
1.22751	1
1.37027	1
1.40496	1
2.00504	1
1.26444	1
0.158004	1
-0.258398	1
1.17758	1
0.458454	1
1.57652	1
0.84736	1
0.238992	1
-0.294691	1
3.06708	1
3.26224	1
3.31093	1
2.13118	1
3.34177	1
3.69976	1
1.26789	1
2.30189	1
3.45074	1
2.50352	1
2.02578	1
3.03193	1
2.51729	1
2.03745	1
2.23046	1
1.8475	1
1.49419	1
0.501661	1
1.3152	1
0.641673	1
1.58788	1
2.34547	1
1.91742	1
2.56153	1
1.94044	1
1.44035	1
2.22704	1
3.28511	1
3.20218	1
2.97711	1
2.24925	1
